question_id,question,paraphrased,score
988,The United States just got involved in WWII. You have control of Nazi forces. How do you win the war for Germany?,How can Germany triumph over the United States in WWII?,0.685999589
988,The United States just got involved in WWII. You have control of Nazi forces. How do you win the war for Germany?,"Given the United States' intervention, how can Germany successfully win WWII?",0.6766132283
1009,"If you could cancel out one law, in your country. Which one should it be, and why?","If you could erase one law from your country, which one would it be and why?",0.8283929093
1009,"If you could cancel out one law, in your country. Which one should it be, and why?","If you could undo one law in your country, which one would it be and why?",0.8263711766
1009,"If you could cancel out one law, in your country. Which one should it be, and why?","If you could remove a single law from your country, which one would it be and why?",0.8245398526
1009,"If you could cancel out one law, in your country. Which one should it be, and why?","Which law should be discarded in your country, and why?",0.7356720734
1009,"If you could cancel out one law, in your country. Which one should it be, and why?","Which law should be annulled in your country, and why?",0.7229997683
1019,"Do ""peaceful"" muslims have a version of the Quran that doesn't say to kill the infidels or do they just pretend those parts aren't there?","Are there peaceful Muslims who possess a Quranic version that doesn't advocate for killing infidels, or do they simply disregard such verses?",0.8039866853
1019,"Do ""peaceful"" muslims have a version of the Quran that doesn't say to kill the infidels or do they just pretend those parts aren't there?","Is there a version of Quran for peaceful Muslims that doesn't mention verses promoting the killing of infidels, or do they simply choose to overlook those parts?",0.8018895555
1019,"Do ""peaceful"" muslims have a version of the Quran that doesn't say to kill the infidels or do they just pretend those parts aren't there?","Does a version of Quran for peace-loving Muslims exist, which doesn't call for the murder of infidels, or do they just disregard those parts?",0.7980989981
1019,"Do ""peaceful"" muslims have a version of the Quran that doesn't say to kill the infidels or do they just pretend those parts aren't there?","Do Muslims who advocate for peace have a Quran that doesn't include verses on killing infidels, or do they choose to ignore those parts?",0.7932408023
1019,"Do ""peaceful"" muslims have a version of the Quran that doesn't say to kill the infidels or do they just pretend those parts aren't there?","How does the Quran read for peace-loving Muslims, and do they have a version that doesn't mention the killing of infidels, or do they simply ignore these parts?",0.7882356215
1039,To what extent is Generalized Anxiety Disorder a self fulfilling prophecy and to what extent is it a disorder that is actually out of someone's control?,"To what extent is Generalized Anxiety Disorder a self-fulfilling prophecy, and to what extent is it an intrinsic part of an individual's makeup?",0.8259465153
1039,To what extent is Generalized Anxiety Disorder a self fulfilling prophecy and to what extent is it a disorder that is actually out of someone's control?,"In what ways does Generalized Anxiety Disorder become a self-fulfilling prophecy, and how much is it a disorder that is influenced by factors beyond an individual's control?",0.8169718552
1039,To what extent is Generalized Anxiety Disorder a self fulfilling prophecy and to what extent is it a disorder that is actually out of someone's control?,"In what ways does Generalized Anxiety Disorder manifest as a self-fulfilling prophecy, and how much is it a disorder that is governed by factors outside an individual's control?",0.8136885929
1039,To what extent is Generalized Anxiety Disorder a self fulfilling prophecy and to what extent is it a disorder that is actually out of someone's control?,"How much does Generalized Anxiety Disorder become a self-fulfilling prophecy, and how much is it a disorder beyond one's control?",0.8068853784
1039,To what extent is Generalized Anxiety Disorder a self fulfilling prophecy and to what extent is it a disorder that is actually out of someone's control?,"How does Generalized Anxiety Disorder manifest as a self-fulfilling prophecy, and how much is it a genuine disorder that is determined by factors outside of one's control?",0.8002082276
1048,"Why is it that whenever a girl flirts with me, and then I decide to flirt back, they immediately lose interest?","Have you noticed that when you reciprocate a girl's flirting, they suddenly lose interest?",0.658620851
1048,"Why is it that whenever a girl flirts with me, and then I decide to flirt back, they immediately lose interest?",Why do girls lose interest when I respond to their flirting?,0.6533484626
1048,"Why is it that whenever a girl flirts with me, and then I decide to flirt back, they immediately lose interest?",Why do girls lose interest in me when I respond to their flirting?,0.6514677572
1048,"Why is it that whenever a girl flirts with me, and then I decide to flirt back, they immediately lose interest?",Why do girls tend to lose interest in me when I return their flirtations?,0.6512951422
1048,"Why is it that whenever a girl flirts with me, and then I decide to flirt back, they immediately lose interest?",Why do girls tend to lose interest in me when I reciprocate their flirting?,0.6330983806
1081,My best friend's girlfriend posts to Facebook about their fights - Am I right to want to talk to her about it?,Should I talk to my friend's girlfriend about her Facebook activity?,0.7026298213
1081,My best friend's girlfriend posts to Facebook about their fights - Am I right to want to talk to her about it?,Is it permissible to converse with my friend's girlfriend about her Facebook posts?,0.6912240553
1081,My best friend's girlfriend posts to Facebook about their fights - Am I right to want to talk to her about it?,Do I have the right to address my friend's girlfriend about her social media activity?,0.683284359
1081,My best friend's girlfriend posts to Facebook about their fights - Am I right to want to talk to her about it?,Is it appropriate to talk to my friend's significant other about her Facebook posts?,0.6832777429
1081,My best friend's girlfriend posts to Facebook about their fights - Am I right to want to talk to her about it?,Should I confront my friend's girlfriend about her Facebook updates?,0.6775526571
1141,What is stopping a region like New England (+/- New York) from seceding from the US and just forming a new country with the laws that we want? Would it be able to sustain itself?,Is it possible for obstacles to prevent New England (+/- New York) from seceding from the U.S. and forming an independent country with laws that we prefer? Could it survive economically?,0.8362957406
1141,What is stopping a region like New England (+/- New York) from seceding from the US and just forming a new country with the laws that we want? Would it be able to sustain itself?,Can any barriers halt New England (+/- New York) from seceding from the U.S. and establishing a new country with laws that align with our values? Could it financially sustain itself?,0.834545033
1141,What is stopping a region like New England (+/- New York) from seceding from the US and just forming a new country with the laws that we want? Would it be able to sustain itself?,What challenges might hinder the region of New England (+/- New York) from seceding from the U.S. and creating a new nation with regulations we favor? How would its economy be?,0.8344098496
1141,What is stopping a region like New England (+/- New York) from seceding from the US and just forming a new country with the laws that we want? Would it be able to sustain itself?,Is there any obstacle to New England (+/- New York) seceding from the United States and establishing a new nation with the regulations we prefer? Could it survive?,0.8329543638
1141,What is stopping a region like New England (+/- New York) from seceding from the US and just forming a new country with the laws that we want? Would it be able to sustain itself?,What barriers could thwart New England (+/- New York) from seceding from the United States and creating an independent country with laws that we prefer? How about economically?,0.821120398
1142,"What if Global Warming is being caused by your favorite item, what is it? and could you give it up to help protect future generations?","What if your favorite thing is linked to global warming, could you give it up to ensure a sustainable future for the world's people?",0.7831533718
1142,"What if Global Warming is being caused by your favorite item, what is it? and could you give it up to help protect future generations?","Imagine if the item you hold dear, and is causing global warming, would you give it up to save future generations from its detrimental effects?",0.7456027436
1142,"What if Global Warming is being caused by your favorite item, what is it? and could you give it up to help protect future generations?","What if the object you value greatly is the driving force behind climate change, could you give it up to secure the future for generations to come?",0.742854135
1142,"What if Global Warming is being caused by your favorite item, what is it? and could you give it up to help protect future generations?","If global warming is attributed to the item you treasure, would you be willing to part from it to safeguard future generations?",0.7410003114
1142,"What if Global Warming is being caused by your favorite item, what is it? and could you give it up to help protect future generations?","What if the beloved possession you possess is linked to climate change, would you give it up for the sake of the world's sustainability for future generations?",0.7358292508
1143,What would happen to international space exploration missions (i.e. the International Space Station) in the event of a WW3-type conflict where multiple opposing nations claim some part of the mission?,"What would happen to space missions, such as the International Space Station, in the event of a WW3-like situation resulting in multiple nations seeking ownership?",0.8382431436
1143,What would happen to international space exploration missions (i.e. the International Space Station) in the event of a WW3-type conflict where multiple opposing nations claim some part of the mission?,"In the event of a WW3-type conflict with opposing nations seeking partial ownership of space missions, how could international space exploration missions, such as the ISS, be impacted?",0.7701936531
1143,What would happen to international space exploration missions (i.e. the International Space Station) in the event of a WW3-type conflict where multiple opposing nations claim some part of the mission?,What would be the outcome for space missions if multiple opposing nations claimed stakes in a WW3-type conflict?,0.7476000357
1143,What would happen to international space exploration missions (i.e. the International Space Station) in the event of a WW3-type conflict where multiple opposing nations claim some part of the mission?,What would the consequences be for space exploration missions in the event of WW3-like conflict?,0.7455640006
1143,What would happen to international space exploration missions (i.e. the International Space Station) in the event of a WW3-type conflict where multiple opposing nations claim some part of the mission?,"In a WW3-type scenario where opposing nations claim part of a space mission, how would the International Space Station and similar missions be affected?",0.7416672277
1144,Do parents ever think their baby is ugly?,Have parents ever believed their infant is unappealing?,0.8232925105
1144,Do parents ever think their baby is ugly?,Have parents ever thought their baby was unattractive upon birth?,0.8147947359
1144,Do parents ever think their baby is ugly?,Have parents ever judged their baby to be unappealing?,0.7798927593
1144,Do parents ever think their baby is ugly?,Have parents ever had the perception that their newborn is unattractive?,0.7774440813
1144,Do parents ever think their baby is ugly?,Do parents occasionally perceive their baby as unappealing?,0.7715367246
1152,What is something completely superficial that will make you judge someone positively/negatively?,What is a superficial element that can change the way you see someone positively/negatively?,0.8294848967
1152,What is something completely superficial that will make you judge someone positively/negatively?,What is an irrelevant aspect that can shift your opinion of someone positively/negatively?,0.8205841351
1152,What is something completely superficial that will make you judge someone positively/negatively?,What is a minor detail that can alter your view of someone positively/negatively?,0.818922894
1152,What is something completely superficial that will make you judge someone positively/negatively?,What is a trivial factor that could impact your opinion of someone positively/negatively?,0.8179447818
1152,What is something completely superficial that will make you judge someone positively/negatively?,What is a cosmetic feature that can affect your opinion of someone positively/negatively?,0.8167051244
1154,How do I break up with a girl without hurting her or ruing my own reputation?,How can I break up with a girl while avoiding causing her distress and preserving my own good name?,0.8177346754
1154,How do I break up with a girl without hurting her or ruing my own reputation?,How can I separate from a girl without causing her unhappiness or damaging my own public image?,0.8175025749
1154,How do I break up with a girl without hurting her or ruing my own reputation?,How can I end my relationship with a girl without causing her emotional stress while also preserving my own reputation?,0.8121386933
1154,How do I break up with a girl without hurting her or ruing my own reputation?,How can I end a relationship with a girl while avoiding causing her distress and protecting my own image?,0.8086824584
1154,How do I break up with a girl without hurting her or ruing my own reputation?,How to end a relationship with a girl without causing her pain and safeguarding my own positive public image?,0.7930703926
1155,What ever happened to your right to defend yourself against bullies? I teach my kids to defend themselves and I am a bad parent?,What ever happened to your right to shield yourself from bullies? Instilling the notion of self-defense in children is considered inadequate parenting.,0.7181343007
1155,What ever happened to your right to defend yourself against bullies? I teach my kids to defend themselves and I am a bad parent?,What ever occurred with regards to your right to defend yourself against bullies? Encourag,0.7054426241
1155,What ever happened to your right to defend yourself against bullies? I teach my kids to defend themselves and I am a bad parent?,What ever occurred to your ability to combat against bullies? Teaching children self-defense techniques is seen as poor parenting.,0.6988142896
1155,What ever happened to your right to defend yourself against bullies? I teach my kids to defend themselves and I am a bad parent?,What ever took place with regards to safeguarding oneself from bullies? Teaching children to defend themselves is thought of as inadequate parenting.,0.6941446233
1155,What ever happened to your right to defend yourself against bullies? I teach my kids to defend themselves and I am a bad parent?,What ever took place with regards to the capability to protect oneself from bullies? Teaching children to stand up for themselves is regarded as poor parenting.,0.6911688018
1156,Why don't we control media for terrorism?,Why don't we have more control over terrorist usage of media?,0.8410841393
1156,Why don't we control media for terrorism?,Why don't we have more control over media in the battle against terrorism?,0.832738595
1156,Why don't we control media for terrorism?,Why is it difficult to control media for terrorism?,0.7898710374
1156,Why don't we control media for terrorism?,Why isn't the media being monitored for terrorist activities?,0.7804907131
1156,Why don't we control media for terrorism?,Why is media regulation for terrorism not enforced?,0.7417631912
1173,Do you believe that Provigil has cognitive enhancing effects? Do you believe this to be unethical to be prescribed to a person with arguably normal brain function?,Do you agree that Provigil has cognitive enhancing effects? Do you believe it to be unethical to prescribe it to someone with a normal cognitive status?,0.8844609422
1173,Do you believe that Provigil has cognitive enhancing effects? Do you believe this to be unethical to be prescribed to a person with arguably normal brain function?,Do you believe that Provigil can enhance cognitive abilities? Do you see it as unethical to give it to someone with a typical cognitive function?,0.8417926598
1173,Do you believe that Provigil has cognitive enhancing effects? Do you believe this to be unethical to be prescribed to a person with arguably normal brain function?,Are you of the opinion that Provigil has the ability to enhance cognitive abilities? Do you consider it unethical for it to be prescribed to someone with a normal neurological status?,0.8238097596
1173,Do you believe that Provigil has cognitive enhancing effects? Do you believe this to be unethical to be prescribed to a person with arguably normal brain function?,Are you of the opinion that Provigil can boost cognitive function? Do you consider it unethical to prescribe it to an individual with typical cognitive functioning?,0.8156799245
1173,Do you believe that Provigil has cognitive enhancing effects? Do you believe this to be unethical to be prescribed to a person with arguably normal brain function?,Are you of the view that Provigil can augment cognitive abilities? Do you think it is immoral to prescribe it to someone with typical cognitive functioning?,0.775725143
1175,Should prostitution be a man or women's choice and not be illegal?,Should prostitution be a matter of personal choice and not prohibited?,0.7414600804
1175,Should prostitution be a man or women's choice and not be illegal?,Is prostitution a choice that should be available to both men and women and not subject to legal penalties?,0.684172051
1175,Should prostitution be a man or women's choice and not be illegal?,"Should the choice of entering prostitution be at the discretion of the individual, regardless of gender, and not be illegal?",0.6525729465
1175,Should prostitution be a man or women's choice and not be illegal?,Is prostitution a choice and preference that should not be prohibited or restricted by laws against prostitution?,0.6450963187
1175,Should prostitution be a man or women's choice and not be illegal?,"Is prostitution a decision that should only be made by the person concerned, regardless of gender, and not be illegal?",0.6396240759
1176,Why do you care if the U.S. government spies on you just a little bit to prevent catastrophic terrorism?,How do you feel about the U.S. government monitoring you a little bit to protect against catastrophic terrorism?,0.8419628177
1176,Why do you care if the U.S. government spies on you just a little bit to prevent catastrophic terrorism?,Do you have an issue with the U.S. government spying on you a bit to deter devastating terrorism?,0.824291842
1176,Why do you care if the U.S. government spies on you just a little bit to prevent catastrophic terrorism?,"Are you concerned about the U.S. government's surveillance, even just a bit, to deter catastrophic terrorism?",0.790342586
1176,Why do you care if the U.S. government spies on you just a little bit to prevent catastrophic terrorism?,"Why don't you accept the U.S. government's surveillance of you, even a little, to avert catastrophic terrorism?",0.7889484947
1176,Why do you care if the U.S. government spies on you just a little bit to prevent catastrophic terrorism?,Why are you opposed to the U.S. government's limited surveillance to prevent disastrous terrorism?,0.7661138344
1177,Would it be a good idea to provide incentives to have abortions?,Could it be a good idea to offer incentives for ending pregnancies?,0.8638039994
1177,Would it be a good idea to provide incentives to have abortions?,Would it be appropriate to offer rewards for undergoing abortions?,0.857765274
1177,Would it be a good idea to provide incentives to have abortions?,Would it make sense to provide rewards for having abortions?,0.8571756649
1177,Would it be a good idea to provide incentives to have abortions?,Would it be reasonable to provide incentives for abortion procedures?,0.8554269242
1177,Would it be a good idea to provide incentives to have abortions?,Would offering incentives for abortions be a wise idea?,0.8476984072
1197,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a heated altercation, during which he informed me that I was not allowed on his property. He also mentioned that some of his mail had ended up in my mailbox, which I would often tear up.",0.7209012079
1197,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I got into a heated disagreement, during which he informed me that I was not authorized to set foot on his property. He also mentioned that some of his mail had ended up in my mailbox, which I would frequently tear up.",0.6992945838
1197,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a significant conflict, during which he informed me that I was prohibited from entering his property. In addition, he mentioned that some of his mail had appeared in my mailbox, which I would frequently destroy.",0.6907543111
1197,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a serious disagreement, during which he informed me that I was no longer allowed on his property. Furthermore, he mentioned that some of his mail had been found in my mailbox, which I would often tear apart.",0.6860234308
1197,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a heated disagreement, during which he informed me that I was banned from entering his property. Furthermore, he pointed out that some of his mail had appeared in my mailbox, which I would frequently tear up.",0.6834111381
1198,If your child's male teacher was accused of sexual misconduct by a female student and there was no evidence except that student's word...would you pull your child from the class/school?,Suppose a female student accused your child's male teacher of sexual misconduct and there was no evidence except for the student's word...would you remove your child from the class/school?,0.924117403
1198,If your child's male teacher was accused of sexual misconduct by a female student and there was no evidence except that student's word...would you pull your child from the class/school?,"Suppose a female student accused your child's male teacher of sexual misconduct, and there was no proof other than her word...would you take your child out of the class/school?",0.8801635075
1198,If your child's male teacher was accused of sexual misconduct by a female student and there was no evidence except that student's word...would you pull your child from the class/school?,How about if your child's male teacher faced a female student's allegations of sexual misconduct and there was no evidence except her testimony...would you pull your child out of the class or the entire school?,0.8712253141
1198,If your child's male teacher was accused of sexual misconduct by a female student and there was no evidence except that student's word...would you pull your child from the class/school?,"Suppose there were allegations of sexual misconduct against your child's male teacher by a female student, with no concrete evidence except for the student's claim...would you remove your child from the class or school?",0.8651697206
1198,If your child's male teacher was accused of sexual misconduct by a female student and there was no evidence except that student's word...would you pull your child from the class/school?,If your child's male teacher had a female student's allegations of sexual misconduct with no evidence but only her statement...would you pull your child from the class or the entire school?,0.8643507528
1771,"Let's get controversial. With news of 800,000 Syrian immigrants expected to enter Germany, what right if any do you think a country has to maintain it's cultural and ethnic identity?","Let's discuss a controversial topic. Given the news of 800,000 Syrian immigrants potentially entering Germany, what rights do you think a nation has to preserve its cultural and ethnic heritage?",0.8665009268
1771,"Let's get controversial. With news of 800,000 Syrian immigrants expected to enter Germany, what right if any do you think a country has to maintain it's cultural and ethnic identity?","Picture a controversial topic. With the news of 800,000 Syrian immigrants expected in Germany, what right does a country possess to keep its cultural and ethnic identity?",0.8082896095
1771,"Let's get controversial. With news of 800,000 Syrian immigrants expected to enter Germany, what right if any do you think a country has to maintain it's cultural and ethnic identity?","Envision a challenging scenario. With the potential influx of 800,000 Syrian immigrants to Germany, what rights do you think a country should possess to protect its cultural and ethnic identity?",0.7845693994
1771,"Let's get controversial. With news of 800,000 Syrian immigrants expected to enter Germany, what right if any do you think a country has to maintain it's cultural and ethnic identity?","Imagine a provocative situation. Taking into account the 800,000 Syrian immigrants projected to enter Germany, what do you think a nation should have the authority to preserve its cultural and ethnic traditions?",0.7801653314
1771,"Let's get controversial. With news of 800,000 Syrian immigrants expected to enter Germany, what right if any do you think a country has to maintain it's cultural and ethnic identity?","Consider a thought-provoking scenario. With the potential influx of 800,000 Syrian immigrants to Germany, what, if any, rights do you believe a country should possess to preserve its cultural and ethnic identity?",0.7790402341
1707,"Why do we humans think it is acceptable to euthanise animals when they are seriously ill, yet we condemn the act when a seriously ill human requests euthanasia?",Why do we find it acceptable to euthanize animals when they are critically ill yet condemn the practice for critically ill humans?,0.8614389467
1707,"Why do we humans think it is acceptable to euthanise animals when they are seriously ill, yet we condemn the act when a seriously ill human requests euthanasia?","Why is it considered acceptable to euthanize animals when they're critically ill, but not permissible for seriously ill humans to request euthanasia?",0.8250969815
1707,"Why do we humans think it is acceptable to euthanise animals when they are seriously ill, yet we condemn the act when a seriously ill human requests euthanasia?","Why do we think it is ethical to euthanize animals when they are critically ill, yet find it morally unjustifiable for humans?",0.8249218631
1707,"Why do we humans think it is acceptable to euthanise animals when they are seriously ill, yet we condemn the act when a seriously ill human requests euthanasia?","Why is it acceptable to euthanize animals when they are critically ill, but not morally justified when a human is critically ill?",0.8155254889
1707,"Why do we humans think it is acceptable to euthanise animals when they are seriously ill, yet we condemn the act when a seriously ill human requests euthanasia?","Why do we consider euthanizing animals acceptable when they are critically ill, but euthanasia for critically ill humans is often considered a taboo subject?",0.7901690769
2384,"When you have troubled parents, is living in the same city a good idea?","When parents are problematic, is living in the same city a good decision?",0.9018203187
2384,"When you have troubled parents, is living in the same city a good idea?","When one has problematic parents, is dwelling in the same city an optimal option?",0.8705452251
2384,"When you have troubled parents, is living in the same city a good idea?","For those facing troubled parents, is staying in the same city a feasible solution?",0.8160047698
2384,"When you have troubled parents, is living in the same city a good idea?",Is living in the same city with problematic parents a sound decision?,0.8129216003
2384,"When you have troubled parents, is living in the same city a good idea?","When facing troubled parents, is it a smart choice to stay in the same city?",0.8078182507
2416,How should i react when my parents fight about some family issue. What should be my role as a son?(As i am close to my Mom then dad.),What should be my role when my parents are fighting about a family issue?,0.7486639786
2416,How should i react when my parents fight about some family issue. What should be my role as a son?(As i am close to my Mom then dad.),How should I react when my parents have a disagreement regarding a family issue?,0.7333529162
2416,How should i react when my parents fight about some family issue. What should be my role as a son?(As i am close to my Mom then dad.),What should my response be if my parents argue about a family issue?,0.7127320337
2416,How should i react when my parents fight about some family issue. What should be my role as a son?(As i am close to my Mom then dad.),What should my reaction be if my parents argue over a family issue?,0.7103297281
2416,How should i react when my parents fight about some family issue. What should be my role as a son?(As i am close to my Mom then dad.),How should I respond if my parents are in conflict over a family issue?,0.7060210872
2418,As the world's population approaches 7 BILLION don't you think the value/uniqueness of human life is a bit over hyped?,"As the population surpasses 7 billion, it could be argued that the value and uniqueness of human life is overemphasized.",0.7062341738
2418,As the world's population approaches 7 BILLION don't you think the value/uniqueness of human life is a bit over hyped?,The world's population of 7 billion may suggest that the worth of each human life is overhyped.,0.6923036146
2418,As the world's population approaches 7 BILLION don't you think the value/uniqueness of human life is a bit over hyped?,"Given that the world's population is approaching 7 billion, one could question the exaggerated importance placed on human life.",0.6839056778
2418,As the world's population approaches 7 BILLION don't you think the value/uniqueness of human life is a bit over hyped?,The 7 billion people in the world may indicate that the value of every person's life is hyped up beyond reason.,0.6629087496
2418,As the world's population approaches 7 BILLION don't you think the value/uniqueness of human life is a bit over hyped?,"As the global population surpasses 7 billion, the significance of each individual's life could be overvalued.",0.6583838034
2458,Girlfriend came home drunk last night and did 3k in damage to my property. Should I feel guilty for having her arrested?,My girlfriend returned home last night intoxicated and ended up causing 3k worth of damage to my property. Should I feel remorse for getting her taken into custody?,0.8442304301
2458,Girlfriend came home drunk last night and did 3k in damage to my property. Should I feel guilty for having her arrested?,My girlfriend came home intoxicated last night and caused 3k worth of damages to my possessions. Should I feel culpable for having her apprehended?,0.8418585279
2458,Girlfriend came home drunk last night and did 3k in damage to my property. Should I feel guilty for having her arrested?,"Last night, my girlfriend returned home intoxicated and inadvertently caused 3k in damages to my belongings. Should I feel responsible for her arrest?",0.8359807301
2458,Girlfriend came home drunk last night and did 3k in damage to my property. Should I feel guilty for having her arrested?,"Yesterday evening, my girlfriend returned home intoxicated and accidentally caused 3k of damages to my belongings. Should I blame myself for having her arrested?",0.8313289452
2458,Girlfriend came home drunk last night and did 3k in damage to my property. Should I feel guilty for having her arrested?,My girlfriend returned home last night intoxicated and ended up causing 3k worth of damage to my property. Should I feel remorse for calling the police on her?,0.8291078377
3612,Would you be willing to sacrifice all of your privacy from the government's eye if it was guaranteed to reduce most types of crime to extremely low levels?,Are you prepared to lose all your privacy to the government in order to minimize the majority of criminal activities to an extremely low level?,0.770538764
3612,Would you be willing to sacrifice all of your privacy from the government's eye if it was guaranteed to reduce most types of crime to extremely low levels?,What if you were willing to surrender all personal privacy to the government for the sake of drastically reducing most types of crimes to an extremely low threshold?,0.7649172115
3612,Would you be willing to sacrifice all of your privacy from the government's eye if it was guaranteed to reduce most types of crime to extremely low levels?,What if you were prepared to sacrifice all personal privacy to the government to minimize the majority of criminal activities to an extremely low level?,0.7634594011
3612,Would you be willing to sacrifice all of your privacy from the government's eye if it was guaranteed to reduce most types of crime to extremely low levels?,Were you willing to forfeit all privacy to the government if it ensures a significant decrease in various crimes to an extremely low point?,0.7622658777
3612,Would you be willing to sacrifice all of your privacy from the government's eye if it was guaranteed to reduce most types of crime to extremely low levels?,How about giving up all personal privacy to the government to significantly decrease most types of crimes to an extremely low level?,0.7361017036
3613,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether you would rather select boundless riches, superb health or a wealth of love and care.",0.7829114962
3613,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether your choice would be between infinite wealth, superb health or vast care and affection.",0.7663459349
3613,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Which would you prefer: immeasurable wealth, optimal health, or boundless affection?",0.7445886898
3613,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether you would rather opt for unbounded riches, extraordinary health, or unlimited affection.",0.7298211622
3613,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Consider whether immeasurable riches, remarkable health or an abundance of affection would be your preference.",0.7223253417
