question_id,question,paraphrased,score
7,"Do you think if you lose or gain a language from a particular culture, you change the way you see yourself?",Do you think acquiring or losing a cultural language can influence the way one perceives their own identity?,0.7479956316947931
7,"Do you think if you lose or gain a language from a particular culture, you change the way you see yourself?",Do you think the acquisition or loss of a cultural language could impact the way one views themselves?,0.73933883190155
7,"Do you think if you lose or gain a language from a particular culture, you change the way you see yourself?",Could losing or gaining a cultural language alter the way a person views themselves?,0.72001852273941
7,"Do you think if you lose or gain a language from a particular culture, you change the way you see yourself?",Do you believe that losing or gaining a cultural language impacts one's self-identity?,0.702784793376922
8,Why is it easier for some people to just assume the worst of others?,Why is it easier for specific individuals to believe the worst about others?,0.851563351154327
8,Why is it easier for some people to just assume the worst of others?,Why is it easier for some folks to assume the worst about people they don't know?,0.831413345336914
8,Why is it easier for some people to just assume the worst of others?,Why do some people have a tendency to assume the worst in others?,0.828621761798858
8,Why is it easier for some people to just assume the worst of others?,Why do some folks naturally assume the worst about others?,0.809846060276031
8,Why is it easier for some people to just assume the worst of others?,Why do some people have a natural inclination to assume the worst about others?,0.8091760444641111
9,is it legal for an employer to implement rules that prevent an employee from taking advantage of advertised benefits?,Is it lawful for an employer to set rules that prevent employees from using advertised benefits?,0.9234281928984671
9,is it legal for an employer to implement rules that prevent an employee from taking advantage of advertised benefits?,Is it permissible for an employer to establish guidelines that limit an employee's access to advertised benefits?,0.8925154376029961
9,is it legal for an employer to implement rules that prevent an employee from taking advantage of advertised benefits?,Is it lawful for an employer to prohibit employees from utilizing advertised benefits?,0.885800735950469
9,is it legal for an employer to implement rules that prevent an employee from taking advantage of advertised benefits?,Can an employer establish regulations that prevent an employee from utilizing advertised benefits?,0.8809146451950071
9,is it legal for an employer to implement rules that prevent an employee from taking advantage of advertised benefits?,Is it legal for an employer to impose constraints on an employee's use of advertised benefits?,0.8778402367790971
10,Would you consider this domestic violence?,Do you think this constitutes domestic violence?,0.8095365929603571
10,Would you consider this domestic violence?,Would you describe this as a case of domestic violence?,0.806281106472015
10,Would you consider this domestic violence?,Do you believe this is an instance of domestic violence?,0.768092410564422
10,Would you consider this domestic violence?,Do you think this could be described as domestic violence?,0.7662564086914061
10,Would you consider this domestic violence?,Do you believe this incident qualifies as domestic violence?,0.7290864753723141
11,What family tradition do you have? Do you know how it started?,Do you have any inherited family practices and do you know how they began?,0.814317600727081
11,What family tradition do you have? Do you know how it started?,What family heritage do you carry on and do you know how it emerged?,0.8141343788940361
11,What family tradition do you have? Do you know how it started?,Do you know where the family custom you keep began?,0.77459718465805
11,What family tradition do you have? Do you know how it started?,Which family tradition do you hold dear and how did it start?,0.770507767508106
11,What family tradition do you have? Do you know how it started?,Which family tradition do you follow and how did it develop?,0.767448501586914
12,"Some guy just destroyed the side of my car, I have his license plate, what can/should I do?",A person damaged the side of my car and I have their license plate. What can I do to address the situation?,0.751997964382171
12,"Some guy just destroyed the side of my car, I have his license plate, what can/should I do?","An individual crashed into the side of my car, and I have their license plate. What should I do about it?",0.7482989001274101
12,"Some guy just destroyed the side of my car, I have his license plate, what can/should I do?",I was involved in an accident where someone hit the side of my car and I have their license plate. What steps should I take?,0.742030458450317
12,"Some guy just destroyed the side of my car, I have his license plate, what can/should I do?",I was involved in an incident where a person collided into the side of my car and I have their license plate. What can I do now?,0.729822473526
12,"Some guy just destroyed the side of my car, I have his license plate, what can/should I do?",I was involved in an accident where someone collided into the side of my vehicle and I have their license plate. What should I do about it?,0.7244341540336601
13,"Why didn't the US government just give a check for $9,610.33 to every citizen to stimulate the economy? (links inside)","The US government opted against mailing out a check worth $9,610.33 to every individual in the country to boost the economy.",0.752786116600036
13,"Why didn't the US government just give a check for $9,610.33 to every citizen to stimulate the economy? (links inside)","Instead of providing every citizen with a check worth $9,610.33 to stimulate the economy, the US government pursued another approach.",0.7474163937568661
13,"Why didn't the US government just give a check for $9,610.33 to every citizen to stimulate the economy? (links inside)","One proposal that was not executed by the US government involved providing every citizen with a check worth $9,610.33 to stimulate the economy.",0.74083425283432
13,"Why didn't the US government just give a check for $9,610.33 to every citizen to stimulate the economy? (links inside)","The idea of sending out $9,610.33 checks to every single citizen as a means to boost the economy was not adopted by the US government.",0.7200867700576781
13,"Why didn't the US government just give a check for $9,610.33 to every citizen to stimulate the economy? (links inside)","A strategy employed by the US government in stimulating the economy was not to provide each citizen with a check for $9,610.33.",0.714137213230133
14,Is global warming good for insurance companies or bad? Do they have a clear public stance on the issue?,What influence does global warming have on insurance companies? Do they have a clear public stance on the topic?,0.8646182653855301
14,Is global warming good for insurance companies or bad? Do they have a clear public stance on the issue?,Is global warming beneficial or detrimental to insurance companies? Do they express their views on the issue?,0.8631910252571101
14,Is global warming good for insurance companies or bad? Do they have a clear public stance on the issue?,How does global warming impact insurance firms? Do they take a public position on this topic?,0.821803407669067
14,Is global warming good for insurance companies or bad? Do they have a clear public stance on the issue?,How does global warming affect insurance businesses? Do they maintain an express stance on this matter?,0.8186193871498101
14,Is global warming good for insurance companies or bad? Do they have a clear public stance on the issue?,Is global warming advantageous or detrimental for the insurance industry? Do insurers take a clear position on this issue?,0.812681155204772
15,"What is wrong with being a ""karma whore""?","What's wrong with being described as a ""karma whore""?",0.9150185424683871
15,"What is wrong with being a ""karma whore""?","What's wrong with having a reputation as a ""karma whore""?",0.905645506381988
15,"What is wrong with being a ""karma whore""?","What is the issue with being a ""karma whore""?",0.905598425183977
15,"What is wrong with being a ""karma whore""?","What's problematic about being a ""karma whore""?",0.9027925773956851
15,"What is wrong with being a ""karma whore""?","What's the problem with being labeled a ""karma whore""?",0.8725871750286641
16,What has been the biggest scandal in your community?,What was the most debated scandal in your community?,0.8733187954504411
16,What has been the biggest scandal in your community?,What was the most significant controversy in your locality?,0.835069136619567
16,What has been the biggest scandal in your community?,What was the largest outcry in your community?,0.8142253911102211
16,What has been the biggest scandal in your community?,Can you describe the biggest scandal in your region?,0.7532510924339291
16,What has been the biggest scandal in your community?,What event created the most stir in your neighborhood?,0.74388314962387
17,What is the best way to kill a large spider?,What is the most practical way to eliminate a large spider?,0.929761277070634
17,What is the best way to kill a large spider?,What is the optimal way of eliminating a large spider?,0.9222104120254511
17,What is the best way to kill a large spider?,What is the best method for getting rid of a large spider?,0.9000986981391901
17,What is the best way to kill a large spider?,What is an efficient way to dispatch a large spider?,0.9000675832832251
17,What is the best way to kill a large spider?,What is the most appropriate approach for killing a large spider?,0.899747924804687
18,"As a Canadian, could someone please explain to me why such a large population of lower-middle class Americans support the Republican party and are against universal healthcare?","As a Canadian, could you please explain to me why a considerable group of lower-middle class individuals from the United States prefer the Republican party and are against universal healthcare?",0.902790120572712
18,"As a Canadian, could someone please explain to me why such a large population of lower-middle class Americans support the Republican party and are against universal healthcare?","As a Canadian, could you please explain to me the rationale behind the significant number of lower-middle class Americans who favor the Republican party and are against adopting universal healthcare in the United States?",0.877824740409851
18,"As a Canadian, could someone please explain to me why such a large population of lower-middle class Americans support the Republican party and are against universal healthcare?","As a Canadian, could you kindly help me understand why a considerable number of lower-middle class Americans in the United States are Republican supporters and are against implementing universal healthcare plans?",0.8447761702537531
18,"As a Canadian, could someone please explain to me why such a large population of lower-middle class Americans support the Republican party and are against universal healthcare?","As a Canadian, I would appreciate it if you could explain to me why a noteworthy group of lower-middle class Americans in the U.S. align with the Republican party and are against universal healthcare.",0.8291406762940541
18,"As a Canadian, could someone please explain to me why such a large population of lower-middle class Americans support the Republican party and are against universal healthcare?","As a Canadian, could you kindly assist me in understanding why a considerable group of lower-middle class Americans in the United States are Republican supporters and are against the notion of universal healthcare.",0.828735785484313
19,How do you deal with elderly care? What about if you don't live in the same state?,How do you cope with the care of elderly individuals when not residing in the same state?,0.8066625761985771
19,How do you deal with elderly care? What about if you don't live in the same state?,How do you ensure quality care for your elderly relatives when you are not living in the same state?,0.7862090635299681
19,How do you deal with elderly care? What about if you don't live in the same state?,How do you manage elderly care when you are not living in the same state as your elderly loved ones?,0.785609440803527
19,How do you deal with elderly care? What about if you don't live in the same state?,How do you navigate elderly care when you are not living in the same state as your elderly loved ones?,0.7831031250953671
19,How do you deal with elderly care? What about if you don't live in the same state?,How do you handle the care of elderly family members when you are not living in the same state as them?,0.769260482788085
20,"Real estate lawyers, business owners and landlords, can we force our building owner to replace bad windows and doors?","Real estate attorneys, business owners, landlords, and building owners: can we force the latter to replace deficient windows and doors?",0.864036517143249
20,"Real estate lawyers, business owners and landlords, can we force our building owner to replace bad windows and doors?","Real estate lawyers, business proprietors, landlords, and building owners: what recourse is available to force building owners to replace substandard windows and doors?",0.7938476371765131
20,"Real estate lawyers, business owners and landlords, can we force our building owner to replace bad windows and doors?","Real estate lawyers, business owners, landlords, and building owners: what strategies can be used to force the latter to replace deficient windows and doors?",0.792414026260375
20,"Real estate lawyers, business owners and landlords, can we force our building owner to replace bad windows and doors?","What measures can real estate attorneys, business proprietors, and landlords employ to make building owners replace faulty windows and doors?",0.7877348232269281
20,"Real estate lawyers, business owners and landlords, can we force our building owner to replace bad windows and doors?","How can building owners be compelled to replace defective windows and doors, requested by real estate lawyers, business proprietors, and landlords?",0.7786308693885801
21,Do corporate executives get mad if an employee steals from the company ?,It's unusual for an executive to get angry if someone steals from their company. | It is unusual for a corporate executive to express anger if an employee steals from their company. |,0.70742680311203
21,Do corporate executives get mad if an employee steals from the company ?,An executive will be upset at another employee if they steal from their company. | An executive in a company will likely express anger towards an employee who steals from the company. |,0.6999976205825801
21,Do corporate executives get mad if an employee steals from the company ?,"If a company executive is stealing from the business, they often get caught. | If a corporate executive is stealing from the company, they are frequently discovered. |",0.6587262320518491
21,Do corporate executives get mad if an employee steals from the company ?,"If an executive steals from the company, they are often dismissed. | If a corporate executive is caught stealing from the company, they are often terminated. |",0.657485918998718
21,Do corporate executives get mad if an employee steals from the company ?,Executives in corporations don't get mad if employees steal a little. | Executives in corporate settings do not typically get angry at employees who steal small amounts. |,0.6547842788696281
22,"If you did something (e.g. got into an argument with a stranger) and they had a heart attack as a result, are you in any way legally responsible for what happened?",Is there any legal implication if you are involved in a disagreement that led to someone having a heart attack?,0.636528210639953
22,"If you did something (e.g. got into an argument with a stranger) and they had a heart attack as a result, are you in any way legally responsible for what happened?",Can you be held legally accountable if someone suffers a heart attack after engaging in a dispute with you?,0.632712798118591
22,"If you did something (e.g. got into an argument with a stranger) and they had a heart attack as a result, are you in any way legally responsible for what happened?",Can you be legally held liable if an individual has a heart attack after a heated argument?,0.6277072000503541
22,"If you did something (e.g. got into an argument with a stranger) and they had a heart attack as a result, are you in any way legally responsible for what happened?",Are you accountable if an individual experiences a heart attack following a disagreement?,0.624620990753173
22,"If you did something (e.g. got into an argument with a stranger) and they had a heart attack as a result, are you in any way legally responsible for what happened?",Would you be considered at fault if a person had a heart attack after an argument with you?,0.6220748591423031
23,Could the states function as independent countries?,Could the states operate autonomously as separate countries?,0.9106111693382261
23,Could the states function as independent countries?,Could individual states function as separate nations?,0.8925238418579101
23,Could the states function as independent countries?,Would states perform effectively as independent countries?,0.876093094219715
23,Could the states function as independent countries?,Could states operate as self-governing nations?,0.849775986671447
23,Could the states function as independent countries?,Could states act as standalone nations with autonomy?,0.8465456533432001
24,"If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world?","If aliens put a force field around Earth and threatened to obliterate humanity unless we achieve world peace within 500 years, what measures would you consider to ensure the survival of the human race?",0.820995645523071
24,"If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world?",Imagine if aliens imposed a force field around Earth and warned that they would obliterate humanity unless we achieve world peace within five centuries. How would you work towards preserving the human race?,0.804172472953796
24,"If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world?",Envision if aliens put a force field around Earth and threatened to destroy humanity unless we achieve world peace within five centuries. What would be your plan for preserving the human race in response to this extraterrestrial ultimatum?,0.7822069096565241
24,"If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world?","How would you respond if aliens imposed a force field around Earth, vowing to annihilate humanity unless we achieve global peace within five centuries?",0.76834775686264
24,"If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world?","If extra-terrestrials enclosed Earth in a force field, threatening to annihilate humanity unless we achieve global harmony within five centuries, how would you attempt to save humanity?",0.762628810405731
25,"When you are home alone, do you still close the bathroom door when going in for a shit?","When you are by yourself at home, do you nonetheless lock the bathroom door when using the toilet?",0.793141560554504
25,"When you are home alone, do you still close the bathroom door when going in for a shit?","When you're home alone, do you habitually close the door to the bathroom when you need to go to the bathroom?",0.7901859450340271
25,"When you are home alone, do you still close the bathroom door when going in for a shit?","When you're home alone, do you typically close the bathroom door when you need to use the toilet?",0.7834776651701271
25,"When you are home alone, do you still close the bathroom door when going in for a shit?","When you're at home and alone, do you still close the door when you need to use the restroom?",0.778154985904693
25,"When you are home alone, do you still close the bathroom door when going in for a shit?","When you find yourself alone in your home, do you consistently close the bathroom door when you're using the toilet?",0.757266955375671
26,What is your take on Wolves? Should they be killed off? or kept protected?,What are your thoughts on wolves? Should they be eliminated or preserved?,0.8355559277534481
26,What is your take on Wolves? Should they be killed off? or kept protected?,What is your view on the necessity of wolves? Should they be eradicated or protected?,0.812917070388793
26,What is your take on Wolves? Should they be killed off? or kept protected?,What is your opinion on the presence of wolves? Should they be removed or shielded?,0.8058400917053221
26,What is your take on Wolves? Should they be killed off? or kept protected?,"Tell me, what is your take on the existence of wolves? Should they be eradicated or safeguarded?",0.800302283763885
26,What is your take on Wolves? Should they be killed off? or kept protected?,How do you feel about wolves? Should they be eliminated or protected?,0.7908874917030331
27,I have a friend who believes voting is pointless and there is no difference between presidential candidates. How do I prove to him that he's wrong?,"My friend doesn't think voting is important, and I need to prove to him that there are clear differences between presidential candidates.",0.7314887809753411
27,I have a friend who believes voting is pointless and there is no difference between presidential candidates. How do I prove to him that he's wrong?,"How can I demonstrate to my friend that voting is essential, and there are distinct variations among presidential candidates?",0.716304378509521
27,I have a friend who believes voting is pointless and there is no difference between presidential candidates. How do I prove to him that he's wrong?,How do I persuade my friend who thinks voting is useless and that presidential candidates are indistinguishable?,0.70777554988861
27,I have a friend who believes voting is pointless and there is no difference between presidential candidates. How do I prove to him that he's wrong?,"How can I convince my friend that voting is valuable, and presidential candidates have distinguishable characteristics?",0.685634152889251
27,I have a friend who believes voting is pointless and there is no difference between presidential candidates. How do I prove to him that he's wrong?,I need to convince my friend who believes that voting doesn't matter and presidential candidates are interchangeable.,0.6841457653045651
28,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether you would rather select boundless riches, superb health or a wealth of love and care.",0.7829114961624141
28,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether your choice would be between infinite wealth, superb health or vast care and affection.",0.7663459348678581
28,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Which would you prefer: immeasurable wealth, optimal health, or boundless affection?",0.7445886898040771
28,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Decide whether you would rather opt for unbounded riches, extraordinary health, or unlimited affection.",0.7298211622238151
28,"Would you rather choose between unmeasurable wealth, magnificent health or tons of care and love?","Consider whether immeasurable riches, remarkable health or an abundance of affection would be your preference.",0.7223253417015071
29,Why are illegal immigrants so desperate to get into Britain? I mean like the way they are risking their life in Calais and clinging onto planes?,"Why are illegal immigrants so determined to enter Britain, even risking their lives in places like Calais, by clinging to planes?",0.793518559932708
29,Why are illegal immigrants so desperate to get into Britain? I mean like the way they are risking their life in Calais and clinging onto planes?,"Why are illegal immigrants so desperate to enter Britain that they are willing to take such extreme measures, like clinging to planes in Calais?",0.7670137453079221
29,Why are illegal immigrants so desperate to get into Britain? I mean like the way they are risking their life in Calais and clinging onto planes?,"Why do illegal immigrants put their lives at such grave risk in their determination to reach Britain, even going to great lengths like clinging to moving planes in Calais?",0.7214036750793451
29,Why are illegal immigrants so desperate to get into Britain? I mean like the way they are risking their life in Calais and clinging onto planes?,"Why do illegal immigrants make such risky attempts to enter Britain, including the perilous situation in Calais where they attach themselves to planes?",0.708067374229431
29,Why are illegal immigrants so desperate to get into Britain? I mean like the way they are risking their life in Calais and clinging onto planes?,"Why do illegal immigrants face such high risk and danger in their quest to enter Britain, including attempting to scale fences and board planes in Calais?",0.7040479350090021
30,What makes the most sense for splitting the value of a home with a fellow investor?,What is the most efficient way to divide the value of a home with a fellow investor?,0.848412509110509
30,What makes the most sense for splitting the value of a home with a fellow investor?,What is the most sensible way to divide the value of a shared home with another investor?,0.8338787722587581
30,What makes the most sense for splitting the value of a home with a fellow investor?,What is the ideal way to share the value of a home with a fellow investor?,0.8268894612276201
30,What makes the most sense for splitting the value of a home with a fellow investor?,What is the best approach to splitting a home's value with a fellow investor?,0.8265561032295221
30,What makes the most sense for splitting the value of a home with a fellow investor?,What is a reasonable way to divide the value of a shared home with another investor?,0.8206197786331171
31,How come it's so hard to find someone who you share a mutual attraction with?,Why does it seem so hard to find someone who shares a mutual interest in you?,0.796538797999578
31,How come it's so hard to find someone who you share a mutual attraction with?,Why is it tough to come across someone with whom you share mutual feelings of attraction?,0.787642495632171
31,How come it's so hard to find someone who you share a mutual attraction with?,Why is it challenging to locate someone with whom you have a shared emotional connection?,0.7824089694023131
31,How come it's so hard to find someone who you share a mutual attraction with?,What makes it hard to find someone with whom you have a strong emotional connection?,0.78132565498352
31,How come it's so hard to find someone who you share a mutual attraction with?,Why is it so hard to find mutual attraction with someone else?,0.7768854069709771
32,"Is it possible, or better yet safe, to have sex with a zombie?",Is it reasonable to have sex with a zombie?,0.806282835006713
32,"Is it possible, or better yet safe, to have sex with a zombie?",Is it alright to have sex with a zombie?,0.7890089917182921
32,"Is it possible, or better yet safe, to have sex with a zombie?",Can it be considered safe to have sex with a zombie?,0.787350013563709
32,"Is it possible, or better yet safe, to have sex with a zombie?",Is it appropriate to have intercourse with a zombie?,0.772608535289764
32,"Is it possible, or better yet safe, to have sex with a zombie?",Is it morally right to have sex with a zombie?,0.772411422729492
33,What's the worst way someone has broken up with you?,What's the most devastating way someone has ended a relationship with you?,0.8776542115211481
33,What's the worst way someone has broken up with you?,What's the most severe manner in which someone has terminated a relationship with you?,0.7957145142555231
33,What's the worst way someone has broken up with you?,What's the worst experience you've had with a breakup?,0.7288001346588131
33,What's the worst way someone has broken up with you?,What's the most disrespectful way someone has cut you off in a romantic relationship?,0.7240786123275751
33,What's the worst way someone has broken up with you?,What's the worst experience you've had with being dismissed by someone in a romantic relationship?,0.691473321914672
34,I have to do a debate for english and my topic is the cons of hockey fighting and I'm having a rough time finding any cons of hockey fights. Could anyone help me out?,I'm having a tough time discovering any disadvantages of hockey fights for my debate. Can anyone,0.720676200389862
34,I have to do a debate for english and my topic is the cons of hockey fighting and I'm having a rough time finding any cons of hockey fights. Could anyone help me out?,I'm having a tough time discovering any drawbacks of hockey fighting. Can someone provide me with some useful information on this subject?,0.7118461298942561
34,I have to do a debate for english and my topic is the cons of hockey fighting and I'm having a rough time finding any cons of hockey fights. Could anyone help me out?,I'm trying to uncover the cons of hockey fights for an argument but having trouble finding sources. Can anyone assist me in this endeavor?,0.7110425400733941
34,I have to do a debate for english and my topic is the cons of hockey fighting and I'm having a rough time finding any cons of hockey fights. Could anyone help me out?,I'm struggling to identify any cons of hockey fights. Can anyone offer me some insights or resources on this subject?,0.686624126434326
34,I have to do a debate for english and my topic is the cons of hockey fighting and I'm having a rough time finding any cons of hockey fights. Could anyone help me out?,I'm looking for drawbacks of hockey fighting for a debate but having a difficult time. Can anyone offer any information on this topic?,0.6800164151191711
35,What is your best argument for OR against the legalization of cannabis for recreational use?,Can you summarize your principal argument for OR against the legalization of marijuana for non-medical purposes?,0.800388114452362
35,What is your best argument for OR against the legalization of cannabis for recreational use?,Can you outline your top argument FOR OR AGAINST making cannabis legal for non-medical usage?,0.7814325261116021
35,What is your best argument for OR against the legalization of cannabis for recreational use?,Can you give a summary of your best argument for OR against authorizing cannabis for non-medical use?,0.7774766850471491
35,What is your best argument for OR against the legalization of cannabis for recreational use?,Can you summarize the strongest point you have for OR against the legalization of cannabis for non-medical purposes?,0.7754345107078551
35,What is your best argument for OR against the legalization of cannabis for recreational use?,Can you discuss your major reason for supporting OR opposing the legalization of cannabis for non-medical usage?,0.7723679113388061
36,"What is your story of being a victim of a crime? Either attempted or gone-through-with, violent or otherwise.","Explain your personal story of being subjected to crime, whether attempted or completed.",0.685286061763763
36,"What is your story of being a victim of a crime? Either attempted or gone-through-with, violent or otherwise.","Recount your tale of being impacted by a criminal act, whether successful or unsuccessful.",0.658515112400054
36,"What is your story of being a victim of a crime? Either attempted or gone-through-with, violent or otherwise.","Speak about the story of your victimization by a crime, whether attempted or completed.",0.657569007873535
36,"What is your story of being a victim of a crime? Either attempted or gone-through-with, violent or otherwise.","Discuss your story of enduring criminal victimization, whether violent or non-violent.",0.6412267851829521
36,"What is your story of being a victim of a crime? Either attempted or gone-through-with, violent or otherwise.",Tell us about your personal tale of being a victim of any sort of criminal offense.,0.6391651201248161
37,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a heated altercation, during which he informed me that I was not allowed on his property. He also mentioned that some of his mail had ended up in my mailbox, which I would often tear up.",0.720901207923889
37,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I got into a heated disagreement, during which he informed me that I was not authorized to set foot on his property. He also mentioned that some of his mail had ended up in my mailbox, which I would frequently tear up.",0.699294583797454
37,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a significant conflict, during which he informed me that I was prohibited from entering his property. In addition, he mentioned that some of his mail had appeared in my mailbox, which I would frequently destroy.",0.690754311084747
37,My neighbor and I had a big fight and he said I'm not aloud on his property and his mail ends up in my mail box sometimes and I destroy his mail?,"My neighbor and I had a serious disagreement, during which he informed me that I was no longer allowed on his property. Furthermore, he mentioned that some of his mail had been found in my mailbox, which I would often tear apart.",0.6860234308242791
